State,Date,Population
Rajasthan,2021-06-01,6638678.279939251
Rajasthan,2021-07-01,6641989.341425505
Rajasthan,2021-08-01,6645300.40291176
Rajasthan,2021-09-01,6648611.464398013
Rajasthan,2021-10-01,6651922.525884267
Rajasthan,2021-11-01,6655233.58737052
Rajasthan,2021-12-01,6658544.648856776
Rajasthan,2022-01-01,6667330.138677925
Rajasthan,2022-02-01,6670663.803747263
Rajasthan,2022-03-01,6673997.468816602
Rajasthan,2022-04-01,6677331.133885942
Rajasthan,2022-05-01,6680664.79895528
Rajasthan,2022-06-01,6683998.464024619
Rajasthan,2022-07-01,6687332.129093957
Rajasthan,2022-08-01,6690665.794163298
Rajasthan,2022-09-01,6693999.459232636
Rajasthan,2022-10-01,6697333.124301975
Rajasthan,2022-11-01,6700666.7893713135
Rajasthan,2022-12-01,6704000.454440653
Rajasthan,2023-01-01,6721222.124157859
Rajasthan,2023-02-01,6724582.735219938
Rajasthan,2023-03-01,6727943.3462820165
Rajasthan,2023-04-01,6731303.957344096
Rajasthan,2023-05-01,6734664.568406175
Rajasthan,2023-06-01,6738025.179468253
Rajasthan,2023-07-01,6741385.790530332
Rajasthan,2023-08-01,6744746.401592412
Rajasthan,2023-09-01,6748107.012654491
Rajasthan,2023-10-01,6751467.623716569
Rajasthan,2023-11-01,6754828.234778648
Rajasthan,2023-12-01,6758188.845840728
Rajasthan,2024-01-01,6782815.653088744
Rajasthan,2024-02-01,6786207.0609152885
Rajasthan,2024-03-01,6789598.468741831
Rajasthan,2024-04-01,6792989.876568378
Rajasthan,2024-05-01,6796381.284394922
Rajasthan,2024-06-01,6799772.6922214655
Rajasthan,2024-07-01,6803164.100048009
Rajasthan,2024-08-01,6806555.507874555
Rajasthan,2024-09-01,6809946.915701099
Rajasthan,2024-10-01,6813338.323527643
Rajasthan,2024-11-01,6816729.731354187
Rajasthan,2024-12-01,6820121.139180733
Sikkim,2021-01-01,59026.042134013784
Sikkim,2021-02-01,59055.55515508079
Sikkim,2021-03-01,59085.06817614779
Sikkim,2021-04-01,59114.58119721481
Sikkim,2021-05-01,59144.09421828181
Sikkim,2021-06-01,59173.607239348814
Sikkim,2021-07-01,59203.120260415824
Sikkim,2021-08-01,59232.633281482835
Sikkim,2021-09-01,59262.146302549845
Sikkim,2021-10-01,59291.65932361684
Sikkim,2021-11-01,59321.17234468385
Sikkim,2021-12-01,59350.68536575086
Sikkim,2022-01-01,59428.99449629765
Sikkim,2022-02-01,59458.7089935458
Sikkim,2022-03-01,59488.423490793946
Sikkim,2022-04-01,59518.1379880421
Sikkim,2022-05-01,59547.85248529025
Sikkim,2022-06-01,59577.566982538396
Sikkim,2022-07-01,59607.281479786536
Sikkim,2022-08-01,59636.9959770347
Sikkim,2022-09-01,59666.710474282845
Sikkim,2022-10-01,59696.424971530985
Sikkim,2022-11-01,59726.13946877913
Sikkim,2022-12-01,59755.853966027295
Sikkim,2023-01-01,59909.358666342574
Sikkim,2023-02-01,59939.31334567574
Sikkim,2023-03-01,59969.26802500891
Sikkim,2023-04-01,59999.22270434209
Sikkim,2023-05-01,60029.177383675255
Sikkim,2023-06-01,60059.13206300843
Sikkim,2023-07-01,60089.08674234159
Sikkim,2023-08-01,60119.04142167478
Sikkim,2023-09-01,60148.99610100794
Sikkim,2023-10-01,60178.95078034111
Sikkim,2023-11-01,60208.905459674286
Sikkim,2023-12-01,60238.86013900746
Sikkim,2024-01-01,60458.37025204562
Sikkim,2024-02-01,60488.59943717164
Sikkim,2024-03-01,60518.82862229765
Sikkim,2024-04-01,60549.05780742369
Sikkim,2024-05-01,60579.28699254971
Sikkim,2024-06-01,60609.51617767573
Sikkim,2024-07-01,60639.74536280175
Sikkim,2024-08-01,60669.974547927784
Sikkim,2024-09-01,60700.2037330538
Sikkim,2024-10-01,60730.432918179824
Sikkim,2024-11-01,60760.66210330584
Sikkim,2024-12-01,60790.89128843188
Tamil Nadu,2021-01-01,6969806.64786038
Tamil Nadu,2021-02-01,6973291.55118431
Tamil Nadu,2021-03-01,6976776.4545082385
Tamil Nadu,2021-04-01,6980261.357832171
Tamil Nadu,2021-05-01,6983746.2611561
Tamil Nadu,2021-06-01,6987231.164480031
Tamil Nadu,2021-07-01,6990716.06780396
Tamil Nadu,2021-08-01,6994200.971127891
Tamil Nadu,2021-09-01,6997685.874451822
Tamil Nadu,2021-10-01,7001170.7777757505
Tamil Nadu,2021-11-01,7004655.68109968
Tamil Nadu,2021-12-01,7008140.584423612
Tamil Nadu,2022-01-01,7017387.34193844
Tamil Nadu,2022-02-01,7020896.035609408
Tamil Nadu,2022-03-01,7024404.729280378
Tamil Nadu,2022-04-01,7027913.422951348
Tamil Nadu,2022-05-01,7031422.116622317
Tamil Nadu,2022-06-01,7034930.810293286
Tamil Nadu,2022-07-01,7038439.503964255
Tamil Nadu,2022-08-01,7041948.197635225
Tamil Nadu,2022-09-01,7045456.8913061945
Tamil Nadu,2022-10-01,7048965.584977163
Tamil Nadu,2022-11-01,7052474.2786481315
Tamil Nadu,2022-12-01,7055982.972319102
Tamil Nadu,2023-01-01,7074108.837480554
Tamil Nadu,2023-02-01,7077645.891899294
Tamil Nadu,2023-03-01,7081182.946318034
Tamil Nadu,2023-04-01,7084720.000736776
Tamil Nadu,2023-05-01,7088257.055155516
Tamil Nadu,2023-06-01,7091794.1095742555
Tamil Nadu,2023-07-01,7095331.163992995
Tamil Nadu,2023-08-01,7098868.218411736
Tamil Nadu,2023-09-01,7102405.272830476
Tamil Nadu,2023-10-01,7105942.327249217
Tamil Nadu,2023-11-01,7109479.381667957
Tamil Nadu,2023-12-01,7113016.4360866975
Tamil Nadu,2024-01-01,7138936.233345885
Tamil Nadu,2024-02-01,7142505.701462557
Tamil Nadu,2024-03-01,7146075.169579229
Tamil Nadu,2024-04-01,7149644.637695904
Tamil Nadu,2024-05-01,7153214.105812576
Tamil Nadu,2024-06-01,7156783.573929249
Tamil Nadu,2024-07-01,7160353.042045922
Tamil Nadu,2024-08-01,7163922.510162596
Tamil Nadu,2024-09-01,7167491.978279268
Tamil Nadu,2024-10-01,7171061.446395941
Tamil Nadu,2024-11-01,7174630.914512613
Tamil Nadu,2024-12-01,7178200.382629287
Tripura,2021-01-01,354929.0978729404
Tripura,2021-02-01,355106.5624218768
Tripura,2021-03-01,355284.0269708133
Tripura,2021-04-01,355461.49151974986
Tripura,2021-05-01,355638.95606868627
Tripura,2021-06-01,355816.42061762273
Tripura,2021-07-01,355993.8851665592
Tripura,2021-08-01,356171.3497154957
Tripura,2021-09-01,356348.8142644322
Tripura,2021-10-01,356526.2788133686
Tripura,2021-11-01,356703.7433623051
Tripura,2021-12-01,356881.20791124157
Tripura,2022-01-01,357352.0880186539
Tripura,2022-02-01,357530.76406266325
Tripura,2022-03-01,357709.4401066725
Tripura,2022-04-01,357888.116150682
Tripura,2022-05-01,358066.79219469125
Tripura,2022-06-01,358245.46823870053
Tripura,2022-07-01,358424.14428270987
Tripura,2022-08-01,358602.82032671926
Tripura,2022-09-01,358781.4963707286
Tripura,2022-10-01,358960.17241473787
Tripura,2022-11-01,359138.84845874715
Tripura,2022-12-01,359317.52450275654
Tripura,2023-01-01,360240.56258615816
Tripura,2023-02-01,360420.6828674512
Tripura,2023-03-01,360600.8031487443
Tripura,2023-04-01,360780.9234300374
Tripura,2023-05-01,360961.0437113305
Tripura,2023-06-01,361141.1639926235
Tripura,2023-07-01,361321.2842739166
Tripura,2023-08-01,361501.40455520974
Tripura,2023-09-01,361681.5248365028
Tripura,2023-10-01,361861.64511779585
Tripura,2023-11-01,362041.7653990889
Tripura,2023-12-01,362221.885680382
Tripura,2024-01-01,363541.8204681107
Tripura,2024-02-01,363723.5913783447
Tripura,2024-03-01,363905.36228857876
Tripura,2024-04-01,364087.1331988128
Tripura,2024-05-01,364268.90410904685
Tripura,2024-06-01,364450.67501928087
Tripura,2024-07-01,364632.4459295149
Tripura,2024-08-01,364814.216839749
Tripura,2024-09-01,364995.9877499831
Tripura,2024-10-01,365177.7586602171
Tripura,2024-11-01,365359.5295704511
Tripura,2024-12-01,365541.30048068526
Uttar Pradesh,2021-01-01,19302964.86232661
Uttar Pradesh,2021-02-01,19312616.344757777
Uttar Pradesh,2021-03-01,19322267.827188935
Uttar Pradesh,2021-04-01,19331919.309620105
Uttar Pradesh,2021-05-01,19341570.792051267
Uttar Pradesh,2021-06-01,19351222.274482425
Uttar Pradesh,2021-07-01,19360873.75691359
Uttar Pradesh,2021-08-01,19370525.239344757
Uttar Pradesh,2021-09-01,19380176.72177592
Uttar Pradesh,2021-10-01,19389828.20420708
Uttar Pradesh,2021-11-01,19399479.68663824
Uttar Pradesh,2021-12-01,19409131.16906941
Uttar Pradesh,2022-01-01,19434740.177240964
Uttar Pradesh,2022-02-01,19444457.547329582
Uttar Pradesh,2022-03-01,19454174.9174182
Uttar Pradesh,2022-04-01,19463892.287506826
Uttar Pradesh,2022-05-01,19473609.657595444
Uttar Pradesh,2022-06-01,19483327.027684066
Uttar Pradesh,2022-07-01,19493044.397772685
Uttar Pradesh,2022-08-01,19502761.76786131
Uttar Pradesh,2022-09-01,19512479.13794993
Uttar Pradesh,2022-10-01,19522196.508038547
Uttar Pradesh,2022-11-01,19531913.878127165
Uttar Pradesh,2022-12-01,19541631.248215787
Uttar Pradesh,2023-01-01,19591831.053746723
Uttar Pradesh,2023-02-01,19601626.969273593
Uttar Pradesh,2023-03-01,19611422.884800468
Uttar Pradesh,2023-04-01,19621218.800327342
Uttar Pradesh,2023-05-01,19631014.715854213
Uttar Pradesh,2023-06-01,19640810.631381087
Uttar Pradesh,2023-07-01,19650606.54690796
Uttar Pradesh,2023-08-01,19660402.462434836
Uttar Pradesh,2023-09-01,19670198.37796171
Uttar Pradesh,2023-10-01,19679994.29348858
Uttar Pradesh,2023-11-01,19689790.20901545
Uttar Pradesh,2023-12-01,19699586.12454233
Uttar Pradesh,2024-01-01,19771371.320461113
Uttar Pradesh,2024-02-01,19781257.006121345
Uttar Pradesh,2024-03-01,19791142.691781573
Uttar Pradesh,2024-04-01,19801028.377441805
Uttar Pradesh,2024-05-01,19810914.063102037
Uttar Pradesh,2024-06-01,19820799.74876227
Uttar Pradesh,2024-07-01,19830685.434422497
Uttar Pradesh,2024-08-01,19840571.12008273
Uttar Pradesh,2024-09-01,19850456.80574296
Uttar Pradesh,2024-10-01,19860342.49140319
Uttar Pradesh,2024-11-01,19870228.177063417
Uttar Pradesh,2024-12-01,19880113.862723652
Uttarakhand,2021-01-01,974364.4205624596
Uttarakhand,2021-02-01,974851.6027727408
Uttarakhand,2021-03-01,975338.7849830219
Uttarakhand,2021-04-01,975825.9671933034
Uttarakhand,2021-05-01,976313.1494035845
Uttarakhand,2021-06-01,976800.3316138657
Uttarakhand,2021-07-01,977287.5138241468
Uttarakhand,2021-08-01,977774.6960344282
Uttarakhand,2021-09-01,978261.8782447095
Uttarakhand,2021-10-01,978749.0604549906
Uttarakhand,2021-11-01,979236.2426652717
Uttarakhand,2021-12-01,979723.4248755531
Uttarakhand,2022-01-01,981016.1022743995
Uttarakhand,2022-02-01,981506.6103255367
Uttarakhand,2022-03-01,981997.1183766739
Uttarakhand,2022-04-01,982487.6264278111
Uttarakhand,2022-05-01,982978.1344789483
Uttarakhand,2022-06-01,983468.6425300855
Uttarakhand,2022-07-01,983959.1505812226
Uttarakhand,2022-08-01,984449.6586323599
Uttarakhand,2022-09-01,984940.1666834971
Uttarakhand,2022-10-01,985430.6747346343
Uttarakhand,2022-11-01,985921.1827857714
Uttarakhand,2022-12-01,986411.6908369088
Uttarakhand,2023-01-01,988945.6489504604
Uttarakhand,2023-02-01,989440.1217749355
Uttarakhand,2023-03-01,989934.5945994107
Uttarakhand,2023-04-01,990429.0674238862
Uttarakhand,2023-05-01,990923.5402483612
Uttarakhand,2023-06-01,991418.0130728364
Uttarakhand,2023-07-01,991912.4858973117
Uttarakhand,2023-08-01,992406.958721787
Uttarakhand,2023-09-01,992901.4315462622
Uttarakhand,2023-10-01,993395.9043707373
Uttarakhand,2023-11-01,993890.3771952125
Uttarakhand,2023-12-01,994384.8500196879
Uttarakhand,2024-01-01,998008.383571411
Uttarakhand,2024-02-01,998507.3877631967
Uttarakhand,2024-03-01,999006.3919549823
Uttarakhand,2024-04-01,999505.3961467682
Uttarakhand,2024-05-01,1000004.4003385538
Uttarakhand,2024-06-01,1000503.4045303395
Uttarakhand,2024-07-01,1001002.4087221252
Uttarakhand,2024-08-01,1001501.412913911
Uttarakhand,2024-09-01,1002000.4171056967
Uttarakhand,2024-10-01,1002499.4212974823
Uttarakhand,2024-11-01,1002998.425489268
Uttarakhand,2024-12-01,1003497.4296810539
West Bengal,2021-01-01,8817775.813132966
West Bengal,2021-02-01,8822184.701039532
West Bengal,2021-03-01,8826593.588946098
West Bengal,2021-04-01,8831002.476852667
West Bengal,2021-05-01,8835411.364759233
West Bengal,2021-06-01,8839820.2526658
West Bengal,2021-07-01,8844229.140572365
West Bengal,2021-08-01,8848638.028478933
West Bengal,2021-09-01,8853046.9163855
West Bengal,2021-10-01,8857455.804292066
West Bengal,2021-11-01,8861864.692198632
West Bengal,2021-12-01,8866273.5801052
West Bengal,2022-01-01,8877972.015784066
West Bengal,2022-02-01,8882411.00179196
West Bengal,2022-03-01,8886849.98779985
West Bengal,2022-04-01,8891288.973807743
West Bengal,2022-05-01,8895727.959815634
West Bengal,2022-06-01,8900166.945823526
West Bengal,2022-07-01,8904605.931831418
West Bengal,2022-08-01,8909044.917839311
West Bengal,2022-09-01,8913483.903847203
West Bengal,2022-10-01,8917922.889855096
West Bengal,2022-11-01,8922361.875862986
West Bengal,2022-12-01,8926800.86187088
West Bengal,2023-01-01,8949732.604957586
West Bengal,2023-02-01,8954207.471260063
West Bengal,2023-03-01,8958682.337562542
West Bengal,2023-04-01,8963157.203865021
West Bengal,2023-05-01,8967632.0701675
West Bengal,2023-06-01,8972106.93646998
West Bengal,2023-07-01,8976581.802772457
West Bengal,2023-08-01,8981056.669074938
West Bengal,2023-09-01,8985531.535377415
West Bengal,2023-10-01,8990006.401679894
West Bengal,2023-11-01,8994481.267982373
West Bengal,2023-12-01,8998956.134284854
West Bengal,2024-01-01,9031748.286621468
West Bengal,2024-02-01,9036264.160764778
West Bengal,2024-03-01,9040780.034908088
West Bengal,2024-04-01,9045295.9090514
West Bengal,2024-05-01,9049811.783194711
West Bengal,2024-06-01,9054327.657338021
West Bengal,2024-07-01,9058843.531481331
West Bengal,2024-08-01,9063359.405624643
West Bengal,2024-09-01,9067875.279767953
West Bengal,2024-10-01,9072391.153911263
West Bengal,2024-11-01,9076907.028054573
West Bengal,2024-12-01,9081422.902197886
DNH and DD,2021-01-01,56707.50692744041
DNH and DD,2021-02-01,56735.86068090412
DNH and DD,2021-03-01,56764.214434367845
DNH and DD,2021-04-01,56792.568187831566
DNH and DD,2021-05-01,56820.92194129529
DNH and DD,2021-06-01,56849.27569475901
DNH and DD,2021-07-01,56877.62944822272
DNH and DD,2021-08-01,56905.98320168645
DNH and DD,2021-09-01,56934.33695515017
DNH and DD,2021-10-01,56962.69070861388
DNH and DD,2021-11-01,56991.0444620776
DNH and DD,2021-12-01,57019.39821554133
DNH and DD,2022-01-01,57094.63137369348
DNH and DD,2022-02-01,57123.17868938033
DNH and DD,2022-03-01,57151.726005067176
DNH and DD,2022-04-01,57180.27332075403
DNH and DD,2022-05-01,57208.820636440876
DNH and DD,2022-06-01,57237.367952127715
DNH and DD,2022-07-01,57265.915267814555
DNH and DD,2022-08-01,57294.462583501416
DNH and DD,2022-09-01,57323.00989918826
DNH and DD,2022-10-01,57351.55721487511
DNH and DD,2022-11-01,57380.10453056194
DNH and DD,2022-12-01,57408.6518462488
DNH and DD,2023-01-01,57556.126902034535
DNH and DD,2023-02-01,57584.90496548555
DNH and DD,2023-03-01,57613.68302893656
DNH and DD,2023-04-01,57642.461092387595
DNH and DD,2023-05-01,57671.23915583861
DNH and DD,2023-06-01,57700.01721928962
DNH and DD,2023-07-01,57728.79528274063
DNH and DD,2023-08-01,57757.57334619166
DNH and DD,2023-09-01,57786.35140964268
DNH and DD,2023-10-01,57815.12947309369
DNH and DD,2023-11-01,57843.907536544706
DNH and DD,2023-12-01,57872.68559999573
DNH and DD,2024-01-01,58083.57338453483
DNH and DD,2024-02-01,58112.615171227095
DNH and DD,2024-03-01,58141.65695791936
DNH and DD,2024-04-01,58170.69874461163
DNH and DD,2024-05-01,58199.740531303905
DNH and DD,2024-06-01,58228.78231799617
DNH and DD,2024-07-01,58257.82410468843
DNH and DD,2024-08-01,58286.86589138071
DNH and DD,2024-09-01,58315.907678072974
DNH and DD,2024-10-01,58344.94946476523
DNH and DD,2024-11-01,58373.9912514575
DNH and DD,2024-12-01,58403.03303814978
