State,Date,Population
Jammu & Kashmir,2023-09-01,1234580.29476717
Jammu & Kashmir,2023-10-01,1235195.1255912574
Jammu & Kashmir,2023-11-01,1235809.9564153443
Jammu & Kashmir,2023-12-01,1236424.7872394319
Jammu & Kashmir,2024-01-01,1240930.3131438694
Jammu & Kashmir,2024-02-01,1241550.7783004413
Jammu & Kashmir,2024-03-01,1242171.243457013
Jammu & Kashmir,2024-04-01,1242791.7086135852
Jammu & Kashmir,2024-05-01,1243412.1737701574
Jammu & Kashmir,2024-06-01,1244032.638926729
Jammu & Kashmir,2024-07-01,1244653.104083301
Jammu & Kashmir,2024-08-01,1245273.569239873
Jammu & Kashmir,2024-09-01,1245894.034396445
Jammu & Kashmir,2024-10-01,1246514.4995530169
Jammu & Kashmir,2024-11-01,1247134.9647095886
Jammu & Kashmir,2024-12-01,1247755.429866161
Jharkhand,2021-01-01,3186826.6414351007
Jharkhand,2021-02-01,3188420.054755818
Jharkhand,2021-03-01,3190013.4680765355
Jharkhand,2021-04-01,3191606.881397254
Jharkhand,2021-05-01,3193200.294717971
Jharkhand,2021-06-01,3194793.7080386886
Jharkhand,2021-07-01,3196387.1213594056
Jharkhand,2021-08-01,3197980.534680124
Jharkhand,2021-09-01,3199573.9480008413
Jharkhand,2021-10-01,3201167.3613215582
Jharkhand,2021-11-01,3202760.774642276
Jharkhand,2021-12-01,3204354.187962994
Jharkhand,2022-01-01,3208582.112019422
Jharkhand,2022-02-01,3210186.4030754315
Jharkhand,2022-03-01,3211790.694131441
Jharkhand,2022-04-01,3213394.9851874514
Jharkhand,2022-05-01,3214999.276243461
Jharkhand,2022-06-01,3216603.567299471
Jharkhand,2022-07-01,3218207.8583554802
Jharkhand,2022-08-01,3219812.14941149
Jharkhand,2022-09-01,3221416.4404674997
Jharkhand,2022-10-01,3223020.731523509
Jharkhand,2022-11-01,3224625.0225795186
Jharkhand,2022-12-01,3226229.313635529
Jharkhand,2023-01-01,3234517.0600414234
Jharkhand,2023-02-01,3236134.3185714437
Jharkhand,2023-03-01,3237751.5771014644
Jharkhand,2023-04-01,3239368.8356314856
Jharkhand,2023-05-01,3240986.0941615063
Jharkhand,2023-06-01,3242603.3526915265
Jharkhand,2023-07-01,3244220.6112215472
Jharkhand,2023-08-01,3245837.8697515684
Jharkhand,2023-09-01,3247455.128281589
Jharkhand,2023-10-01,3249072.3868116094
Jharkhand,2023-11-01,3250689.64534163
Jharkhand,2023-12-01,3252306.9038716513
Jharkhand,2024-01-01,3264158.294393585
Jharkhand,2024-02-01,3265790.373540782
Jharkhand,2024-03-01,3267422.4526879787
Jharkhand,2024-04-01,3269054.5318351756
Jharkhand,2024-05-01,3270686.6109823724
Jharkhand,2024-06-01,3272318.6901295693
Jharkhand,2024-07-01,3273950.7692767656
Jharkhand,2024-08-01,3275582.848423963
Jharkhand,2024-09-01,3277214.92757116
Jharkhand,2024-10-01,3278847.006718356
Jharkhand,2024-11-01,3280479.085865553
Jharkhand,2024-12-01,3282111.1650127503
Karnataka,2021-01-01,5902121.1852333415
Karnataka,2021-02-01,5905072.2458259575
Karnataka,2021-03-01,5908023.306418574
Karnataka,2021-04-01,5910974.367011191
Karnataka,2021-05-01,5913925.427603808
Karnataka,2021-06-01,5916876.488196425
Karnataka,2021-07-01,5919827.548789041
Karnataka,2021-08-01,5922778.609381659
Karnataka,2021-09-01,5925729.669974275
Karnataka,2021-10-01,5928680.730566892
Karnataka,2021-11-01,5931631.791159508
Karnataka,2021-12-01,5934582.851752126
Karnataka,2022-01-01,5942413.123979223
Karnataka,2022-02-01,5945384.330541212
Karnataka,2022-03-01,5948355.537103201
Karnataka,2022-04-01,5951326.743665191
Karnataka,2022-05-01,5954297.950227181
Karnataka,2022-06-01,5957269.156789171
Karnataka,2022-07-01,5960240.36335116
Karnataka,2022-08-01,5963211.569913151
Karnataka,2022-09-01,5966182.77647514
Karnataka,2022-10-01,5969153.983037129
Karnataka,2022-11-01,5972125.189599117
Karnataka,2022-12-01,5975096.396161109
Karnataka,2023-01-01,5990445.610016695
Karnataka,2023-02-01,5993440.832821703
Karnataka,2023-03-01,5996436.055626711
Karnataka,2023-04-01,5999431.278431721
Karnataka,2023-05-01,6002426.501236728
Karnataka,2023-06-01,6005421.724041737
Karnataka,2023-07-01,6008416.946846745
Karnataka,2023-08-01,6011412.169651753
Karnataka,2023-09-01,6014407.392456762
Karnataka,2023-10-01,6017402.61526177
Karnataka,2023-11-01,6020397.838066778
Karnataka,2023-12-01,6023393.060871787
Karnataka,2024-01-01,6045342.275857165
Karnataka,2024-02-01,6048364.9469950935
Karnataka,2024-03-01,6051387.6181330215
Karnataka,2024-04-01,6054410.289270951
Karnataka,2024-05-01,6057432.960408879
Karnataka,2024-06-01,6060455.6315468075
Karnataka,2024-07-01,6063478.3026847355
Karnataka,2024-08-01,6066500.973822666
Karnataka,2024-09-01,6069523.644960594
Karnataka,2024-10-01,6072546.316098522
Karnataka,2024-11-01,6075568.98723645
Karnataka,2024-12-01,6078591.65837438
Kerala,2021-01-01,3227207.79628292
Kerala,2021-02-01,3228821.4001810616
Kerala,2021-03-01,3230435.0040792027
Kerala,2021-04-01,3232048.6079773447
Kerala,2021-05-01,3233662.2118754857
Kerala,2021-06-01,3235275.8157736273
Kerala,2021-07-01,3236889.4196717683
Kerala,2021-08-01,3238503.0235699103
Kerala,2021-09-01,3240116.627468052
Kerala,2021-10-01,3241730.231366193
Kerala,2021-11-01,3243343.8352643345
Kerala,2021-12-01,3244957.439162476
Kerala,2022-01-01,3249238.9364047786
Kerala,2022-02-01,3250863.555872981
Kerala,2022-03-01,3252488.175341183
Kerala,2022-04-01,3254112.794809386
Kerala,2022-05-01,3255737.414277588
Kerala,2022-06-01,3257362.0337457904
Kerala,2022-07-01,3258986.6532139927
Kerala,2022-08-01,3260611.2726821955
Kerala,2022-09-01,3262235.892150398
Kerala,2022-10-01,3263860.5116186
Kerala,2022-11-01,3265485.131086802
Kerala,2022-12-01,3267109.750555005
Kerala,2023-01-01,3275502.5132697877
Kerala,2023-02-01,3277140.2645264226
Kerala,2023-03-01,3278778.015783057
Kerala,2023-04-01,3280415.767039693
Kerala,2023-05-01,3282053.5182963274
Kerala,2023-06-01,3283691.269552962
Kerala,2023-07-01,3285329.020809597
Kerala,2023-08-01,3286966.7720662323
Kerala,2023-09-01,3288604.523322867
Kerala,2023-10-01,3290242.2745795017
Kerala,2023-11-01,3291880.0258361367
Kerala,2023-12-01,3293517.7770927716
Kerala,2024-01-01,3305519.339836066
Kerala,2024-02-01,3307172.099505984
Kerala,2024-03-01,3308824.859175902
Kerala,2024-04-01,3310477.6188458204
Kerala,2024-05-01,3312130.3785157385
Kerala,2024-06-01,3313783.138185656
Kerala,2024-07-01,3315435.8978555743
Kerala,2024-08-01,3317088.657525493
Kerala,2024-09-01,3318741.4171954105
Kerala,2024-10-01,3320394.1768653286
Kerala,2024-11-01,3322046.936535246
Kerala,2024-12-01,3323699.696205165
Lakshadweep,2021-01-01,6182.7605508623255
Lakshadweep,2021-02-01,6185.851931137757
Lakshadweep,2021-03-01,6188.943311413187
Lakshadweep,2021-04-01,6192.03469168862
Lakshadweep,2021-05-01,6195.126071964051
Lakshadweep,2021-06-01,6198.217452239482
Lakshadweep,2021-07-01,6201.308832514913
Lakshadweep,2021-08-01,6204.400212790344
Lakshadweep,2021-09-01,6207.491593065775
Lakshadweep,2021-10-01,6210.582973341206
Lakshadweep,2021-11-01,6213.674353616637
Lakshadweep,2021-12-01,6216.765733892069
Lakshadweep,2022-01-01,6224.968326944434
Lakshadweep,2022-02-01,6228.080811107906
Lakshadweep,2022-03-01,6231.193295271378
Lakshadweep,2022-04-01,6234.3057794348515
Lakshadweep,2022-05-01,6237.418263598323
Lakshadweep,2022-06-01,6240.530747761794
Lakshadweep,2022-07-01,6243.643231925266
Lakshadweep,2022-08-01,6246.75571608874
Lakshadweep,2022-09-01,6249.868200252212
Lakshadweep,2022-10-01,6252.980684415684
Lakshadweep,2022-11-01,6256.093168579156
Lakshadweep,2022-12-01,6259.205652742629
Lakshadweep,2023-01-01,6275.284704821483
Lakshadweep,2023-02-01,6278.422347173892
Lakshadweep,2023-03-01,6281.559989526303
Lakshadweep,2023-04-01,6284.697631878715
Lakshadweep,2023-05-01,6287.835274231125
Lakshadweep,2023-06-01,6290.972916583535
Lakshadweep,2023-07-01,6294.110558935946
Lakshadweep,2023-08-01,6297.248201288358
Lakshadweep,2023-09-01,6300.385843640768
Lakshadweep,2023-10-01,6303.523485993178
Lakshadweep,2023-11-01,6306.661128345589
Lakshadweep,2023-12-01,6309.798770698001
Lakshadweep,2024-01-01,6332.791646695449
Lakshadweep,2024-02-01,6335.958042518797
Lakshadweep,2024-03-01,6339.1244383421445
Lakshadweep,2024-04-01,6342.290834165494
Lakshadweep,2024-05-01,6345.4572299888405
Lakshadweep,2024-06-01,6348.623625812188
Lakshadweep,2024-07-01,6351.790021635536
Lakshadweep,2024-08-01,6354.956417458884
Lakshadweep,2024-09-01,6358.122813282232
Lakshadweep,2024-10-01,6361.289209105579
Lakshadweep,2024-11-01,6364.455604928927
Lakshadweep,2024-12-01,6367.622000752274
Madhya Pradesh,2021-01-01,7016177.351991846
Madhya Pradesh,2021-02-01,7019685.4406678425
Madhya Pradesh,2021-03-01,7023193.529343838
Madhya Pradesh,2021-04-01,7026701.618019834
Madhya Pradesh,2021-05-01,7030209.70669583
Madhya Pradesh,2021-06-01,7033717.795371826
Madhya Pradesh,2021-07-01,7037225.884047821
Madhya Pradesh,2021-08-01,7040733.972723818
Madhya Pradesh,2021-09-01,7044242.061399815
Madhya Pradesh,2021-10-01,7047750.15007581
Madhya Pradesh,2021-11-01,7051258.238751805
Madhya Pradesh,2021-12-01,7054766.327427802
Madhya Pradesh,2022-01-01,7064074.604390523
Madhya Pradesh,2022-02-01,7067606.6416927185
Madhya Pradesh,2022-03-01,7071138.678994914
Madhya Pradesh,2022-04-01,7074670.71629711
Madhya Pradesh,2022-05-01,7078202.753599304
Madhya Pradesh,2022-06-01,7081734.790901499
Madhya Pradesh,2022-07-01,7085266.828203694
Madhya Pradesh,2022-08-01,7088798.86550589
Madhya Pradesh,2022-09-01,7092330.902808085
Madhya Pradesh,2022-10-01,7095862.94011028
Madhya Pradesh,2022-11-01,7099394.977412475
Madhya Pradesh,2022-12-01,7102927.014714671
Madhya Pradesh,2023-01-01,7121173.472766715
Madhya Pradesh,2023-02-01,7124734.059503097
Madhya Pradesh,2023-03-01,7128294.646239481
Madhya Pradesh,2023-04-01,7131855.232975866
Madhya Pradesh,2023-05-01,7135415.819712248
Madhya Pradesh,2023-06-01,7138976.406448631
Madhya Pradesh,2023-07-01,7142536.993185014
Madhya Pradesh,2023-08-01,7146097.579921399
Madhya Pradesh,2023-09-01,7149658.166657781
Madhya Pradesh,2023-10-01,7153218.753394165
Madhya Pradesh,2023-11-01,7156779.340130548
Madhya Pradesh,2023-12-01,7160339.926866932
Madhya Pradesh,2024-01-01,7186432.170696099
Madhya Pradesh,2024-02-01,7190025.386781447
Madhya Pradesh,2024-03-01,7193618.602866794
Madhya Pradesh,2024-04-01,7197211.818952143
Madhya Pradesh,2024-05-01,7200805.0350374915
Madhya Pradesh,2024-06-01,7204398.251122839
Madhya Pradesh,2024-07-01,7207991.467208187
Madhya Pradesh,2024-08-01,7211584.683293536
Madhya Pradesh,2024-09-01,7215177.899378884
Madhya Pradesh,2024-10-01,7218771.115464231
Madhya Pradesh,2024-11-01,7222364.331549578
Madhya Pradesh,2024-12-01,7225957.547634928
Maharashtra,2021-01-01,10855961.470978174
Maharashtra,2021-02-01,10861389.451713663
Maharashtra,2021-03-01,10866817.43244915
Maharashtra,2021-04-01,10872245.41318464
Maharashtra,2021-05-01,10877673.39392013
Maharashtra,2021-06-01,10883101.37465562
Maharashtra,2021-07-01,10888529.355391106
Maharashtra,2021-08-01,10893957.336126598
Maharashtra,2021-09-01,10899385.316862086
Maharashtra,2021-10-01,10904813.297597574
Maharashtra,2021-11-01,10910241.278333064
Maharashtra,2021-12-01,10915669.259068554
Maharashtra,2022-01-01,10930071.730813341
Maharashtra,2022-02-01,10935536.766678747
Maharashtra,2022-03-01,10941001.802544154
Maharashtra,2022-04-01,10946466.838409564
Maharashtra,2022-05-01,10951931.874274967
Maharashtra,2022-06-01,10957396.910140375
Maharashtra,2022-07-01,10962861.94600578
Maharashtra,2022-08-01,10968326.98187119
Maharashtra,2022-09-01,10973792.017736597
Maharashtra,2022-10-01,10979257.053602
Maharashtra,2022-11-01,10984722.089467408
Maharashtra,2022-12-01,10990187.125332816
Maharashtra,2023-01-01,11018419.428431394
Maharashtra,2023-02-01,11023928.638145609
Maharashtra,2023-03-01,11029437.847859824
Maharashtra,2023-04-01,11034947.057574041
Maharashtra,2023-05-01,11040456.267288256
Maharashtra,2023-06-01,11045965.477002472
Maharashtra,2023-07-01,11051474.686716687
Maharashtra,2023-08-01,11056983.896430906
Maharashtra,2023-09-01,11062493.106145121
Maharashtra,2023-10-01,11068002.315859336
Maharashtra,2023-11-01,11073511.52557355
Maharashtra,2023-12-01,11079020.735287767
Maharashtra,2024-01-01,11119392.632902412
Maharashtra,2024-02-01,11124952.329218863
Maharashtra,2024-03-01,11130512.025535313
Maharashtra,2024-04-01,11136071.721851766
Maharashtra,2024-05-01,11141631.418168217
Maharashtra,2024-06-01,11147191.114484668
Maharashtra,2024-07-01,11152750.810801119
Maharashtra,2024-08-01,11158310.507117571
Maharashtra,2024-09-01,11163870.20343402
Maharashtra,2024-10-01,11169429.899750473
Maharashtra,2024-11-01,11174989.596066922
Maharashtra,2024-12-01,11180549.292383377
Manipur,2021-01-01,275905.6895822314
Manipur,2021-02-01,276043.64242702245
Manipur,2021-03-01,276181.59527181357
Manipur,2021-04-01,276319.5481166048
Manipur,2021-05-01,276457.50096139585
Manipur,2021-06-01,276595.45380618697
Manipur,2021-07-01,276733.406650978
Manipur,2021-08-01,276871.35949576925
Manipur,2021-09-01,277009.3123405603
Manipur,2021-10-01,277147.2651853514
Manipur,2021-11-01,277285.2180301425
Manipur,2021-12-01,277423.17087493365
Manipur,2022-01-01,277789.2115898954
Manipur,2022-02-01,277928.10619569034
Manipur,2022-03-01,278067.00080148526
Manipur,2022-04-01,278205.89540728024
Manipur,2022-05-01,278344.7900130752
Manipur,2022-06-01,278483.68461887015
Manipur,2022-07-01,278622.57922466507
Manipur,2022-08-01,278761.47383046005
Manipur,2022-09-01,278900.368436255
Manipur,2022-10-01,279039.26304204995
Manipur,2022-11-01,279178.15764784487
Manipur,2022-12-01,279317.05225363985
Manipur,2023-01-01,280034.5799526587
Manipur,2023-02-01,280174.597242635
Manipur,2023-03-01,280314.61453261133
Manipur,2023-04-01,280454.6318225877
Manipur,2023-05-01,280594.64911256393
Manipur,2023-06-01,280734.6664025403
Manipur,2023-07-01,280874.6836925166
Manipur,2023-08-01,281014.700982493
Manipur,2023-09-01,281154.7182724693
Manipur,2023-10-01,281294.73556244565
Manipur,2023-11-01,281434.7528524219
Manipur,2023-12-01,281574.7701423983
Manipur,2024-01-01,282600.8272337845
Manipur,2024-02-01,282742.12764740136
Manipur,2024-03-01,282883.42806101823
Manipur,2024-04-01,283024.72847463517
Manipur,2024-05-01,283166.02888825204
Manipur,2024-06-01,283307.3293018689
Manipur,2024-07-01,283448.6297154858
Manipur,2024-08-01,283589.9301291027
Manipur,2024-09-01,283731.2305427196
Manipur,2024-10-01,283872.53095633653
Manipur,2024-11-01,284013.83136995335
Manipur,2024-12-01,284155.1317835703
Meghalaya,2021-01-01,286628.9149126332
Meghalaya,2021-02-01,286772.2293700895
Meghalaya,2021-03-01,286915.5438275458
Meghalaya,2021-04-01,287058.8582850021
Meghalaya,2021-05-01,287202.1727424584
Meghalaya,2021-06-01,287345.4871999147
Meghalaya,2021-07-01,287488.801657371
Meghalaya,2021-08-01,287632.1161148274
Meghalaya,2021-09-01,287775.4305722837
Meghalaya,2021-10-01,287918.74502974
Meghalaya,2021-11-01,288062.05948719627
Meghalaya,2021-12-01,288205.3739446526
Meghalaya,2022-01-01,288585.64103193965
Meghalaya,2022-02-01,288729.93385245564
Meghalaya,2022-03-01,288874.2266729716
Meghalaya,2022-04-01,289018.5194934876
Meghalaya,2022-05-01,289162.81231400353
Meghalaya,2022-06-01,289307.1051345195
Meghalaya,2022-07-01,289451.3979550355
Meghalaya,2022-08-01,289595.6907755515
Meghalaya,2022-09-01,289739.9835960674
Meghalaya,2022-10-01,289884.2764165834
Meghalaya,2022-11-01,290028.5692370993
Meghalaya,2022-12-01,290172.86205761536
Meghalaya,2023-01-01,290918.27686258336
Meghalaya,2023-02-01,291063.73600101465
Meghalaya,2023-03-01,291209.19513944595
Meghalaya,2023-04-01,291354.6542778773
Meghalaya,2023-05-01,291500.11341630854
Meghalaya,2023-06-01,291645.57255473983
Meghalaya,2023-07-01,291791.0316931711
Meghalaya,2023-08-01,291936.4908316024
Meghalaya,2023-09-01,292081.9499700337
Meghalaya,2023-10-01,292227.40910846496
Meghalaya,2023-11-01,292372.86824689625
Meghalaya,2023-12-01,292518.3273853276
Meghalaya,2024-01-01,293584.2627460219
Meghalaya,2024-02-01,293731.0548773949
Meghalaya,2024-03-01,293877.8470087679
Meghalaya,2024-04-01,294024.63914014096
Meghalaya,2024-05-01,294171.431271514
Meghalaya,2024-06-01,294318.223402887
Meghalaya,2024-07-01,294465.01553425996
Meghalaya,2024-08-01,294611.807665633
Meghalaya,2024-09-01,294758.599797006
Meghalaya,2024-10-01,294905.391928379
Meghalaya,2024-11-01,295052.184059752
Meghalaya,2024-12-01,295198.97619112505
Mizoram,2021-01-01,105976.38006712457
Mizoram,2021-02-01,106029.36825715813
Mizoram,2021-03-01,106082.35644719168
Mizoram,2021-04-01,106135.34463722525
Mizoram,2021-05-01,106188.33282725881
Mizoram,2021-06-01,106241.32101729237
Mizoram,2021-07-01,106294.30920732593
Mizoram,2021-08-01,106347.2973973595
Mizoram,2021-09-01,106400.28558739307
Mizoram,2021-10-01,106453.27377742661
Mizoram,2021-11-01,106506.26196746017
Mizoram,2021-12-01,106559.25015749376
Mizoram,2022-01-01,106699.84772903197
Mizoram,2022-02-01,106753.19765289647
Mizoram,2022-03-01,106806.54757676098
Mizoram,2022-04-01,106859.89750062552
Mizoram,2022-05-01,106913.24742449004
Mizoram,2022-06-01,106966.59734835454
Mizoram,2022-07-01,107019.94727221905
Mizoram,2022-08-01,107073.29719608359
Mizoram,2022-09-01,107126.64711994809
Mizoram,2022-10-01,107179.9970438126
Mizoram,2022-11-01,107233.34696767712
Mizoram,2022-12-01,107286.69689154164
Mizoram,2023-01-01,107562.3018935807
Mizoram,2023-02-01,107616.08304452749
Mizoram,2023-03-01,107669.86419547428
Mizoram,2023-04-01,107723.6453464211
Mizoram,2023-05-01,107777.42649736788
Mizoram,2023-06-01,107831.20764831467
Mizoram,2023-07-01,107884.98879926144
Mizoram,2023-08-01,107938.76995020824
Mizoram,2023-09-01,107992.55110115503
Mizoram,2023-10-01,108046.33225210181
Mizoram,2023-11-01,108100.1134030486
Mizoram,2023-12-01,108153.89455399541
Mizoram,2024-01-01,108548.0068191392
Mizoram,2024-02-01,108602.28082254875
Mizoram,2024-03-01,108656.55482595833
Mizoram,2024-04-01,108710.82882936792
Mizoram,2024-05-01,108765.10283277747
Mizoram,2024-06-01,108819.37683618705
Mizoram,2024-07-01,108873.65083959661
Mizoram,2024-08-01,108927.92484300619
Mizoram,2024-09-01,108982.19884641576
Mizoram,2024-10-01,109036.47284982531
Mizoram,2024-11-01,109090.74685323489
Mizoram,2024-12-01,109145.02085664448
Nagaland,2021-01-01,191182.54890869604
Nagaland,2021-02-01,191278.14018315036
Nagaland,2021-03-01,191373.7314576047
Nagaland,2021-04-01,191469.3227320591
Nagaland,2021-05-01,191564.91400651343
Nagaland,2021-06-01,191660.50528096777
Nagaland,2021-07-01,191756.0965554221
Nagaland,2021-08-01,191851.6878298765
Nagaland,2021-09-01,191947.27910433084
Nagaland,2021-10-01,192042.87037878516
Nagaland,2021-11-01,192138.4616532395
Nagaland,2021-12-01,192234.05292769388
Nagaland,2022-01-01,192487.69248473496
Nagaland,2022-02-01,192583.93633097733
Nagaland,2022-03-01,192680.18017721968
Nagaland,2022-04-01,192776.42402346208
Nagaland,2022-05-01,192872.66786970446
Nagaland,2022-06-01,192968.9117159468
Nagaland,2022-07-01,193065.15556218915
Nagaland,2022-08-01,193161.39940843155
Nagaland,2022-09-01,193257.6432546739
Nagaland,2022-10-01,193353.88710091627
Nagaland,2022-11-01,193450.1309471586
Nagaland,2022-12-01,193546.37479340102
Nagaland,2023-01-01,194043.56923190175
Nagaland,2023-02-01,194140.59101651772
Nagaland,2023-03-01,194237.61280113363
Nagaland,2023-04-01,194334.63458574962
Nagaland,2023-05-01,194431.65637036556
Nagaland,2023-06-01,194528.6781549815
Nagaland,2023-07-01,194625.69993959743
Nagaland,2023-08-01,194722.7217242134
Nagaland,2023-09-01,194819.74350882936
Nagaland,2023-10-01,194916.7652934453
Nagaland,2023-11-01,195013.78707806123
Nagaland,2023-12-01,195110.80886267722
Nagaland,2024-01-01,195821.7917001609
Nagaland,2024-02-01,195919.70259601096
Nagaland,2024-03-01,196017.61349186103
Nagaland,2024-04-01,196115.52438771114
Nagaland,2024-05-01,196213.4352835612
Nagaland,2024-06-01,196311.34617941128
Nagaland,2024-07-01,196409.25707526135
Nagaland,2024-08-01,196507.16797111146
Nagaland,2024-09-01,196605.07886696153
Nagaland,2024-10-01,196702.98976281157
Nagaland,2024-11-01,196800.90065866165
Nagaland,2024-12-01,196898.81155451178
Odisha,2021-01-01,4054924.865029615
Odisha,2021-02-01,4056952.3274621293
Odisha,2021-03-01,4058979.789894644
Odisha,2021-04-01,4061007.2523271595
Odisha,2021-05-01,4063034.7147596744
Odisha,2021-06-01,4065062.1771921883
Odisha,2021-07-01,4067089.639624703
Odisha,2021-08-01,4069117.1020572186
Odisha,2021-09-01,4071144.5644897334
Odisha,2021-10-01,4073172.026922248
Odisha,2021-11-01,4075199.4893547622
Odisha,2021-12-01,4077226.951787278
Odisha,2022-01-01,4082606.571174464
Odisha,2022-02-01,4084647.8744600513
Odisha,2022-03-01,4086689.1777456384
Odisha,2022-04-01,4088730.481031226
Odisha,2022-05-01,4090771.7843168136
Odisha,2022-06-01,4092813.0876024
Odisha,2022-07-01,4094854.390887987
Odisha,2022-08-01,4096895.6941735754
Odisha,2022-09-01,4098936.997459162
Odisha,2022-10-01,4100978.300744749
Odisha,2022-11-01,4103019.6040303363
Odisha,2022-12-01,4105060.907315924
Odisha,2023-01-01,4115606.253127764
Odisha,2023-02-01,4117664.0562543278
Odisha,2023-03-01,4119721.859380891
Odisha,2023-04-01,4121779.662507456
Odisha,2023-05-01,4123837.4656340196
Odisha,2023-06-01,4125895.2687605834
Odisha,2023-07-01,4127953.0718871467
Odisha,2023-08-01,4130010.8750137114
Odisha,2023-09-01,4132068.678140275
Odisha,2023-10-01,4134126.481266839
Odisha,2023-11-01,4136184.2843934023
Odisha,2023-12-01,4138242.087519967
Odisha,2024-01-01,4153321.821537419
Odisha,2024-02-01,4155398.4824481877
Odisha,2024-03-01,4157475.143358956
Odisha,2024-04-01,4159551.8042697255
Odisha,2024-05-01,4161628.465180494
Odisha,2024-06-01,4163705.1260912623
Odisha,2024-07-01,4165781.787002031
Odisha,2024-08-01,4167858.4479128006
Odisha,2024-09-01,4169935.108823569
Odisha,2024-10-01,4172011.7697343375
Odisha,2024-11-01,4174088.430645106
Odisha,2024-12-01,4176165.0915558753
Puducherry,2021-01-01,120563.83074181537
Puducherry,2021-02-01,120624.11265718627
Puducherry,2021-03-01,120684.39457255717
Puducherry,2021-04-01,120744.6764879281
Puducherry,2021-05-01,120804.958403299
Puducherry,2021-06-01,120865.2403186699
Puducherry,2021-07-01,120925.52223404079
Puducherry,2021-08-01,120985.80414941174
Puducherry,2021-09-01,121046.08606478262
Puducherry,2021-10-01,121106.36798015353
Puducherry,2021-11-01,121166.64989552443
Puducherry,2021-12-01,121226.93181089536
Puducherry,2022-01-01,121386.88237541646
Puducherry,2022-02-01,121447.57581660416
Puducherry,2022-03-01,121508.26925779188
Puducherry,2022-04-01,121568.96269897961
Puducherry,2022-05-01,121629.6561401673
Puducherry,2022-06-01,121690.349581355
Puducherry,2022-07-01,121751.04302254271
Puducherry,2022-08-01,121811.73646373044
Puducherry,2022-09-01,121872.42990491813
Puducherry,2022-10-01,121933.12334610583
Puducherry,2022-11-01,121993.81678729354
Puducherry,2022-12-01,122054.51022848127
Puducherry,2023-01-01,122368.05174401886
Puducherry,2023-02-01,122429.23576989086
Puducherry,2023-03-01,122490.41979576286
Puducherry,2023-04-01,122551.60382163488
Puducherry,2023-05-01,122612.78784750689
Puducherry,2023-06-01,122673.97187337889
Puducherry,2023-07-01,122735.1558992509
Puducherry,2023-08-01,122796.33992512294
Puducherry,2023-09-01,122857.52395099495
Puducherry,2023-10-01,122918.70797686694
Puducherry,2023-11-01,122979.89200273894
Puducherry,2023-12-01,123041.07602861097
Puducherry,2024-01-01,123489.43711056125
Puducherry,2024-02-01,123551.18182911653
Puducherry,2024-03-01,123612.92654767181
Puducherry,2024-04-01,123674.6712662271
Puducherry,2024-05-01,123736.41598478239
Puducherry,2024-06-01,123798.16070333765
Puducherry,2024-07-01,123859.90542189292
Puducherry,2024-08-01,123921.65014044824
Puducherry,2024-09-01,123983.3948590035
Puducherry,2024-10-01,124045.13957755879
Puducherry,2024-11-01,124106.88429611405
Puducherry,2024-12-01,124168.62901466935
Punjab,2021-01-01,2680130.0931652114
Punjab,2021-02-01,2681470.158211794
Punjab,2021-03-01,2682810.2232583766
Punjab,2021-04-01,2684150.2883049594
Punjab,2021-05-01,2685490.3533515423
Punjab,2021-06-01,2686830.4183981246
Punjab,2021-07-01,2688170.4834447065
Punjab,2021-08-01,2689510.5484912903
Punjab,2021-09-01,2690850.613537872
Punjab,2021-10-01,2692190.6785844546
Punjab,2021-11-01,2693530.743631037
Punjab,2021-12-01,2694870.8086776203
Punjab,2022-01-01,2698426.504600304
Punjab,2022-02-01,2699775.717852604
Punjab,2022-03-01,2701124.9311049045
Punjab,2022-04-01,2702474.144357205
Punjab,2022-05-01,2703823.357609505
Punjab,2022-06-01,2705172.5708618048
Punjab,2022-07-01,2706521.7841141047
Punjab,2022-08-01,2707870.9973664056
Punjab,2022-09-01,2709220.210618705
Punjab,2022-10-01,2710569.4238710054
Punjab,2022-11-01,2711918.6371233054
Punjab,2022-12-01,2713267.8503756057
Punjab,2023-01-01,2720237.8682165993
Punjab,2023-02-01,2721597.9871507073
Punjab,2023-03-01,2722958.1060848157
Punjab,2023-04-01,2724318.225018924
Punjab,2023-05-01,2725678.3439530325
Punjab,2023-06-01,2727038.4628871405
Punjab,2023-07-01,2728398.5818212484
Punjab,2023-08-01,2729758.7007553577
Punjab,2023-09-01,2731118.819689465
Punjab,2023-10-01,2732478.9386235736
Punjab,2023-11-01,2733839.0575576816
Punjab,2023-12-01,2735199.1764917905
Punjab,2024-01-01,2745166.2289729975
Punjab,2024-02-01,2746538.812087484
Punjab,2024-03-01,2747911.3952019704
Punjab,2024-04-01,2749283.9783164575
Punjab,2024-05-01,2750656.5614309437
Punjab,2024-06-01,2752029.1445454303
Punjab,2024-07-01,2753401.727659916
Punjab,2024-08-01,2754774.310774403
Punjab,2024-09-01,2756146.89388889
Punjab,2024-10-01,2757519.477003376
Punjab,2024-11-01,2758892.0601178627
Punjab,2024-12-01,2760264.6432323493
Rajasthan,2021-01-01,6622122.972507981
Rajasthan,2021-02-01,6625434.033994234
Rajasthan,2021-03-01,6628745.095480489
Rajasthan,2021-04-01,6632056.156966744
Rajasthan,2021-05-01,6635367.2184529975
